,Date,RentedBikeCount,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
84,2017-12-31,209,12,1.4,47,4.5,1388,-8.7,1.1,0.0,1.0,Winter,Holiday,True
85,2017-12-31,267,13,2.5,36,3.7,1578,-11.0,1.15,0.0,0.7,Winter,Holiday,True
86,2017-12-31,262,14,3.0,28,3.8,1956,-13.7,1.1,0.0,0.0,Winter,Holiday,True
87,2017-12-31,300,15,3.1,25,3.9,2000,-15.0,0.9,0.0,0.0,Winter,Holiday,True
88,2017-12-31,272,16,2.7,26,2.7,2000,-14.9,0.59,0.0,0.0,Winter,Holiday,True
89,2017-12-31,240,17,1.7,30,2.9,2000,-14.0,0.22,0.0,0.0,Winter,Holiday,True
90,2017-12-31,215,18,0.7,31,2.3,2000,-14.5,0.01,0.0,0.0,Winter,Holiday,True
91,2017-12-31,163,19,0.0,31,2.2,2000,-15.1,0.0,0.0,0.0,Winter,Holiday,True
92,2017-12-31,161,20,-1.0,32,0.9,2000,-15.6,0.0,0.0,0.0,Winter,Holiday,True
93,2017-12-31,179,21,-1.6,35,1.0,2000,-15.1,0.0,0.0,0.0,Winter,Holiday,True
94,2017-12-31,155,22,-2.1,36,1.7,2000,-15.2,0.0,0.0,0.0,Winter,Holiday,True
95,2017-12-31,227,23,-2.6,40,0.6,2000,-14.3,0.0,0.0,0.0,Winter,Holiday,True
96,2018-01-01,206,0,-3.2,40,0.5,1358,-14.9,0.0,0.0,0.0,Winter,Holiday,True
97,2018-01-01,230,1,-3.3,41,0.7,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,True
98,2018-01-01,178,2,-3.7,42,0.9,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,True
99,2018-01-01,119,3,-4.0,44,1.0,2000,-14.4,0.0,0.0,0.0,Winter,Holiday,True
100,2018-01-01,62,4,-4.2,53,1.1,1994,-12.3,0.0,0.0,0.0,Winter,Holiday,True
101,2018-01-01,61,5,-4.4,54,0.8,1786,-12.3,0.0,0.0,0.0,Winter,Holiday,True
102,2018-01-01,65,6,-4.5,51,1.1,2000,-13.1,0.0,0.0,0.0,Winter,Holiday,True
103,2018-01-01,81,7,-4.7,56,1.1,2000,-12.1,0.0,0.0,0.0,Winter,Holiday,True
104,2018-01-01,89,8,-5.0,55,1.0,2000,-12.6,0.0,0.0,0.0,Winter,Holiday,True
105,2018-01-01,121,9,-4.3,39,0.7,1973,-16.2,0.15,0.0,0.0,Winter,Holiday,True
106,2018-01-01,139,10,-1.6,32,0.8,1766,-16.1,0.53,0.0,0.0,Winter,Holiday,True
107,2018-01-01,169,11,0.1,27,2.2,1874,-16.7,0.84,0.0,0.0,Winter,Holiday,True
108,2018-01-01,225,12,1.5,20,2.8,1992,-19.0,1.03,0.0,0.0,Winter,Holiday,True
109,2018-01-01,248,13,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,Winter,Holiday,True
110,2018-01-01,298,14,3.7,24,2.1,1906,-15.0,1.01,0.0,0.0,Winter,Holiday,True
111,2018-01-01,344,15,3.0,27,2.9,1715,-14.2,0.78,0.0,0.0,Winter,Holiday,True
112,2018-01-01,310,16,3.0,28,2.5,1864,-13.7,0.51,0.0,0.0,Winter,Holiday,True
113,2018-01-01,271,17,1.8,33,3.3,1913,-12.8,0.18,0.0,0.0,Winter,Holiday,True
114,2018-01-01,218,18,0.8,34,1.9,1887,-13.3,0.01,0.0,0.0,Winter,Holiday,True
115,2018-01-01,125,19,-0.1,39,1.3,1911,-12.4,0.0,0.0,0.0,Winter,Holiday,True
116,2018-01-01,206,20,-0.3,40,1.2,1936,-12.2,0.0,0.0,0.0,Winter,Holiday,True
117,2018-01-01,203,21,-0.9,44,1.2,1871,-11.6,0.0,0.0,0.0,Winter,Holiday,True
118,2018-01-01,168,22,-1.3,48,0.8,1927,-10.9,0.0,0.0,0.0,Winter,Holiday,True
119,2018-01-01,154,23,-1.6,51,0.7,1882,-10.4,0.0,0.0,0.0,Winter,Holiday,True
120,2018-02-15,126,0,-0.7,37,3.5,1716,-13.6,0.0,0.0,0.0,Winter,Holiday,True
121,2018-02-15,123,1,-1.1,38,2.8,1999,-13.6,0.0,0.0,0.0,Winter,Holiday,True
122,2018-02-15,112,2,-1.2,35,2.2,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,True
123,2018-02-15,74,3,-1.4,34,2.1,2000,-15.2,0.0,0.0,0.0,Winter,Holiday,True
124,2018-02-15,58,4,-1.9,34,3.0,2000,-15.7,0.0,0.0,0.0,Winter,Holiday,True
125,2018-02-15,32,5,-2.4,33,3.1,2000,-16.5,0.0,0.0,0.0,Winter,Holiday,True
126,2018-02-15,39,6,-2.6,38,1.0,2000,-15.0,0.0,0.0,0.0,Winter,Holiday,True
127,2018-02-15,55,7,-3.0,40,0.9,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,True
128,2018-02-15,112,8,-3.0,38,1.0,2000,-15.4,0.0,0.0,0.0,Winter,Holiday,True
129,2018-02-15,112,9,-3.5,30,1.5,1980,-18.6,0.0,0.0,0.0,Winter,Holiday,True
130,2018-02-15,127,10,-1.6,26,1.9,1980,-18.6,1.29,0.0,0.0,Winter,Holiday,True
131,2018-02-15,170,11,0.1,22,2.0,2000,-19.1,1.84,0.0,0.0,Winter,Holiday,True
132,2018-02-15,174,12,1.7,20,3.0,1983,-18.9,2.28,0.0,0.0,Winter,Holiday,True
133,2018-02-15,240,13,2.2,18,3.4,1942,-19.7,2.3,0.0,0.0,Winter,Holiday,True
134,2018-02-15,270,14,2.9,14,4.3,2000,-22.0,2.29,0.0,0.0,Winter,Holiday,True
135,2018-02-15,276,15,3.8,17,3.2,2000,-19.0,1.97,0.0,0.0,Winter,Holiday,True
136,2018-02-15,273,16,3.2,16,3.0,2000,-20.2,1.45,0.0,0.0,Winter,Holiday,True
137,2018-02-15,236,17,2.4,17,3.1,1990,-20.2,0.78,0.0,0.0,Winter,Holiday,True
138,2018-02-15,190,18,1.1,18,2.5,2000,-20.6,0.2,0.0,0.0,Winter,Holiday,True
139,2018-02-15,166,19,0.1,21,2.9,2000,-19.7,0.0,0.0,0.0,Winter,Holiday,True
140,2018-02-15,148,20,-0.4,27,2.2,2000,-17.1,0.0,0.0,0.0,Winter,Holiday,True
141,2018-02-15,134,21,-1.1,32,2.4,2000,-15.7,0.0,0.0,0.0,Winter,Holiday,True
142,2018-02-15,145,22,-1.9,30,0.8,2000,-17.2,0.0,0.0,0.0,Winter,Holiday,True
143,2018-02-15,92,23,-2.5,31,1.4,1996,-17.3,0.0,0.0,0.0,Winter,Holiday,True
144,2018-02-16,105,0,-3.3,35,1.8,1977,-16.6,0.0,0.0,0.0,Winter,Holiday,True
145,2018-02-16,77,1,-3.6,35,2.0,1943,-16.8,0.0,0.0,0.0,Winter,Holiday,True
146,2018-02-16,47,2,-4.1,38,1.2,1996,-16.3,0.0,0.0,0.0,Winter,Holiday,True
147,2018-02-16,36,3,-4.4,37,1.7,1989,-16.9,0.0,0.0,0.0,Winter,Holiday,True
148,2018-02-16,35,4,-4.5,42,1.4,1944,-15.5,0.0,0.0,0.0,Winter,Holiday,True
149,2018-02-16,28,5,-5.0,44,0.9,1976,-15.3,0.0,0.0,0.0,Winter,Holiday,True
150,2018-02-16,30,6,-5.2,42,0.7,1980,-16.1,0.0,0.0,0.0,Winter,Holiday,True
151,2018-02-16,49,7,-5.4,41,0.3,2000,-16.6,0.0,0.0,0.0,Winter,Holiday,True
152,2018-02-16,68,8,-5.4,38,0.7,2000,-17.5,0.04,0.0,0.0,Winter,Holiday,True
153,2018-02-16,48,9,-4.3,33,0.7,1923,-18.2,0.6,0.0,0.0,Winter,Holiday,True
154,2018-02-16,78,10,-1.3,32,1.5,1933,-15.9,1.24,0.0,0.0,Winter,Holiday,True
155,2018-02-16,93,11,1.0,25,1.4,1782,-16.8,1.7,0.0,0.0,Winter,Holiday,True
156,2018-02-16,137,12,2.2,19,1.4,1946,-19.1,2.01,0.0,0.0,Winter,Holiday,True
157,2018-02-16,169,13,3.5,17,3.2,1971,-19.3,2.2,0.0,0.0,Winter,Holiday,True
158,2018-02-16,196,14,4.2,18,3.3,1976,-18.0,2.25,0.0,0.0,Winter,Holiday,True
159,2018-02-16,243,15,4.0,26,3.5,2000,-13.8,1.75,0.0,0.0,Winter,Holiday,True
160,2018-02-16,189,16,3.3,38,3.8,1921,-9.6,1.33,0.0,0.0,Winter,Holiday,True
161,2018-02-16,210,17,2.5,48,4.2,1979,-7.4,0.76,0.0,0.0,Winter,Holiday,True
162,2018-02-16,165,18,1.4,56,3.2,1932,-6.4,0.22,0.0,0.0,Winter,Holiday,True
163,2018-02-16,126,19,0.6,59,2.3,1939,-6.5,0.0,0.0,0.0,Winter,Holiday,True
164,2018-02-16,150,20,0.2,61,1.9,1956,-6.4,0.0,0.0,0.0,Winter,Holiday,True
165,2018-02-16,114,21,0.1,67,2.5,1451,-5.3,0.0,0.0,0.0,Winter,Holiday,True
166,2018-02-16,116,22,-0.6,70,3.4,1204,-5.4,0.0,0.0,0.0,Winter,Holiday,True
167,2018-02-16,84,23,-2.0,51,3.2,1336,-10.8,0.0,0.0,0.0,Winter,Holiday,True
168,2018-02-17,79,0,-2.7,41,3.2,1695,-14.1,0.0,0.0,0.0,Winter,Holiday,True
169,2018-02-17,71,1,-3.1,36,3.5,2000,-16.0,0.0,0.0,0.0,Winter,Holiday,True
170,2018-02-17,56,2,-3.8,30,3.9,2000,-18.8,0.0,0.0,0.0,Winter,Holiday,True
171,2018-02-17,34,3,-4.5,28,3.0,2000,-20.3,0.0,0.0,0.0,Winter,Holiday,True
172,2018-02-17,20,4,-5.2,28,2.5,2000,-20.9,0.0,0.0,0.0,Winter,Holiday,True
173,2018-02-17,14,5,-5.7,31,2.3,1999,-20.1,0.0,0.0,0.0,Winter,Holiday,True
174,2018-02-17,39,6,-6.2,32,2.5,2000,-20.2,0.0,0.0,0.0,Winter,Holiday,True
175,2018-02-17,35,7,-6.8,32,1.6,2000,-20.7,0.0,0.0,0.0,Winter,Holiday,True
176,2018-02-17,80,8,-7.1,30,1.7,1991,-21.7,0.04,0.0,0.0,Winter,Holiday,True
177,2018-02-17,98,9,-6.5,26,2.4,1874,-22.8,0.64,0.0,0.0,Winter,Holiday,True
178,2018-02-17,103,10,-4.3,21,1.4,1908,-23.4,1.34,0.0,0.0,Winter,Holiday,True
179,2018-02-17,155,11,-2.8,19,2.6,1957,-23.2,1.91,0.0,0.0,Winter,Holiday,True
180,2018-02-17,183,12,-1.3,17,1.5,1998,-23.2,2.28,0.0,0.0,Winter,Holiday,True
181,2018-02-17,193,13,-0.4,15,2.4,1938,-23.9,2.46,0.0,0.0,Winter,Holiday,True
182,2018-02-17,258,14,-0.1,15,4.0,2000,-23.7,2.39,0.0,0.0,Winter,Holiday,True
183,2018-02-17,273,15,1.0,14,4.6,2000,-23.5,2.12,0.0,0.0,Winter,Holiday,True
184,2018-02-17,267,16,1.3,15,4.2,2000,-22.5,1.63,0.0,0.0,Winter,Holiday,True
185,2018-02-17,250,17,0.6,17,3.3,2000,-21.7,0.79,0.0,0.0,Winter,Holiday,True
186,2018-02-17,223,18,-0.3,17,1.9,2000,-22.4,0.2,0.0,0.0,Winter,Holiday,True
187,2018-02-17,169,19,-1.5,32,2.5,2000,-16.0,0.0,0.0,0.0,Winter,Holiday,True
188,2018-02-17,145,20,-2.1,38,2.0,2000,-14.5,0.0,0.0,0.0,Winter,Holiday,True
189,2018-02-17,133,21,-2.3,38,2.3,2000,-14.7,0.0,0.0,0.0,Winter,Holiday,True
190,2018-02-17,123,22,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,Winter,Holiday,True
191,2018-02-17,117,23,-2.9,31,3.8,2000,-17.7,0.0,0.0,0.0,Winter,Holiday,True
192,2018-03-01,71,0,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,Spring,Holiday,True
193,2018-03-01,147,1,2.1,97,0.2,859,1.6,0.0,0.0,0.0,Spring,Holiday,True
194,2018-03-01,180,2,2.0,97,1.0,580,1.5,0.0,0.0,0.0,Spring,Holiday,True
195,2018-03-01,92,3,1.6,97,2.3,469,1.1,0.0,0.1,0.0,Spring,Holiday,True
196,2018-03-01,28,4,1.6,97,1.1,636,1.1,0.0,0.0,0.0,Spring,Holiday,True
197,2018-03-01,11,5,2.2,97,2.9,362,1.7,0.0,0.0,0.0,Spring,Holiday,True
198,2018-03-01,33,6,3.0,96,2.7,303,2.4,0.0,0.4,0.0,Spring,Holiday,True
199,2018-03-01,61,7,2.6,89,4.3,320,0.9,0.0,0.0,0.0,Spring,Holiday,True
200,2018-03-01,148,8,1.5,80,3.2,1246,-1.5,0.04,0.0,0.0,Spring,Holiday,True
201,2018-03-01,160,9,0.1,78,4.9,615,-3.2,0.09,0.0,0.0,Spring,Holiday,True
202,2018-03-01,191,10,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,Spring,Holiday,True
203,2018-03-01,239,11,0.8,52,4.6,1035,-7.9,2.2,0.0,0.0,Spring,Holiday,True
204,2018-03-01,311,12,0.5,46,4.7,1172,-9.8,2.49,0.0,0.0,Spring,Holiday,True
205,2018-03-01,358,13,1.4,37,4.0,1681,-11.7,2.95,0.0,0.0,Spring,Holiday,True
206,2018-03-01,375,14,1.2,36,6.0,1430,-12.2,2.86,0.0,0.0,Spring,Holiday,True
207,2018-03-01,458,15,1.6,35,4.5,1567,-12.2,2.54,0.0,0.0,Spring,Holiday,True
208,2018-03-01,460,16,1.4,33,4.8,1480,-13.1,1.98,0.0,0.0,Spring,Holiday,True
209,2018-03-01,423,17,0.4,37,5.2,1366,-12.6,1.23,0.0,0.0,Spring,Holiday,True
210,2018-03-01,317,18,-0.8,40,4.7,1429,-12.7,0.43,0.0,0.0,Spring,Holiday,True
211,2018-03-01,231,19,-1.7,45,3.3,1375,-12.1,0.01,0.0,0.0,Spring,Holiday,True
212,2018-03-01,246,20,-2.2,49,3.5,1325,-11.4,0.0,0.0,0.0,Spring,Holiday,True
213,2018-03-01,212,21,-3.0,50,3.7,1301,-11.9,0.0,0.0,0.0,Spring,Holiday,True
214,2018-03-01,190,22,-3.6,52,3.7,1277,-12.0,0.0,0.0,0.0,Spring,Holiday,True
215,2018-03-01,190,23,-4.0,52,3.4,1272,-12.4,0.0,0.0,0.0,Spring,Holiday,True
216,2018-05-01,782,0,18.3,78,0.8,349,14.3,0.0,0.0,0.0,Spring,Holiday,True
217,2018-05-01,705,1,18.3,83,1.1,451,15.3,0.0,0.0,0.0,Spring,Holiday,True
218,2018-05-01,534,2,18.2,85,0.8,355,15.6,0.0,0.0,0.0,Spring,Holiday,True
219,2018-05-01,343,3,18.1,85,1.0,284,15.5,0.0,0.0,0.0,Spring,Holiday,True
220,2018-05-01,187,4,18.0,85,0.3,275,15.4,0.0,0.0,0.0,Spring,Holiday,True
221,2018-05-01,166,5,18.0,85,0.8,346,15.4,0.0,0.0,0.0,Spring,Holiday,True
222,2018-05-01,306,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,Spring,Holiday,True
223,2018-05-01,614,7,18.0,82,0.7,264,14.8,0.11,0.0,0.0,Spring,Holiday,True
224,2018-05-01,1067,8,18.8,76,0.6,301,14.4,0.36,0.0,0.0,Spring,Holiday,True
225,2018-05-01,1024,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,Spring,Holiday,True
226,2018-05-01,1002,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,Spring,Holiday,True
227,2018-05-01,1117,11,22.7,63,1.1,605,15.2,1.36,0.0,0.0,Spring,Holiday,True
228,2018-05-01,1315,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,Spring,Holiday,True
229,2018-05-01,1493,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,Spring,Holiday,True
230,2018-05-01,1536,14,23.0,64,2.8,520,15.8,1.59,0.0,0.0,Spring,Holiday,True
231,2018-05-01,1639,15,23.1,61,2.5,556,15.1,1.5,0.0,0.0,Spring,Holiday,True
232,2018-05-01,1759,16,22.6,63,3.1,551,15.1,0.88,0.0,0.0,Spring,Holiday,True
233,2018-05-01,1898,17,22.0,65,2.4,589,15.1,0.47,0.0,0.0,Spring,Holiday,True
234,2018-05-01,2082,18,21.6,67,2.0,584,15.2,0.24,0.0,0.0,Spring,Holiday,True
235,2018-05-01,1696,19,21.2,68,1.5,610,15.0,0.16,0.0,0.0,Spring,Holiday,True
236,2018-05-01,1656,20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,Spring,Holiday,True
237,2018-05-01,1644,21,20.2,74,1.3,554,15.4,0.0,0.0,0.0,Spring,Holiday,True
238,2018-05-01,1400,22,19.9,75,0.8,516,15.3,0.0,0.0,0.0,Spring,Holiday,True
239,2018-05-01,855,23,19.8,73,0.9,442,14.8,0.0,0.0,0.0,Spring,Holiday,True
240,2018-05-22,957,0,16.0,71,0.5,1299,10.7,0.0,0.0,0.0,Spring,Holiday,True
241,2018-05-22,810,1,15.9,71,1.1,1312,10.6,0.0,0.0,0.0,Spring,Holiday,True
242,2018-05-22,590,2,15.7,74,1.0,1313,11.0,0.0,0.0,0.0,Spring,Holiday,True
243,2018-05-22,406,3,15.5,0,0.7,1420,10.4,0.0,0.0,0.0,Spring,Holiday,True
244,2018-05-22,248,4,15.6,0,0.5,1502,10.5,0.0,0.0,0.0,Spring,Holiday,True
245,2018-05-22,182,5,15.7,0,0.6,1610,10.6,0.0,0.0,0.0,Spring,Holiday,True
246,2018-05-22,277,6,15.5,0,0.5,1691,10.4,0.06,0.0,0.0,Spring,Holiday,True
247,2018-05-22,443,7,16.3,69,0.7,1750,10.5,0.34,0.0,0.0,Spring,Holiday,True
248,2018-05-22,694,8,18.2,63,0.8,1731,11.0,1.0,0.0,0.0,Spring,Holiday,True
249,2018-05-22,912,9,19.3,62,0.8,1894,11.8,1.14,0.0,0.0,Spring,Holiday,True
250,2018-05-22,1119,10,20.7,55,1.8,1698,11.3,1.43,0.0,0.0,Spring,Holiday,True
251,2018-05-22,1438,11,21.9,55,1.4,1820,12.4,1.87,0.0,0.0,Spring,Holiday,True
252,2018-05-22,1798,12,22.9,51,1.1,1591,12.2,1.8,0.0,0.0,Spring,Holiday,True
253,2018-05-22,2000,13,22.7,52,1.0,1399,12.3,0.94,0.0,0.0,Spring,Holiday,True
254,2018-05-22,1407,14,22.8,53,1.4,1630,12.7,0.98,0.0,0.0,Spring,Holiday,True
255,2018-05-22,163,15,21.1,72,2.7,663,15.8,0.31,0.1,0.0,Spring,Holiday,True
